FACILITYID,ROAD_NAME,AADT_2009,AADT_2014
1000978477,68 Ave,2700,2300
1000974280,68 Ave,2700,6800
1000974798,1 Ave,0,1500
1000983346,1 Ave,0,1500
1000985414,177A St,0,1500
1001718186,Colebrook Rd,0,1000
1000976972,24 Ave,11300,9000
1000980637,125A St,0,2200
1000983791,Station Rd,0,2200
1000975109,Station Rd,0,2200
1000974200,24 Ave,11300,9000
1000974605,125A St,0,2200
1000983479,Colebrook Rd,0,1000
1000983433,Station Rd,0,2200
1000977721,24 Ave,11300,9000
1000974593,24 Ave,11300,9000
1001417725,Colebrook Rd,0,1000
1000982347,75 Ave,12700,7200
1000980602,120 St,14200,16600
1000975765,75 Ave,12700,7200
1000977075,120 St,14200,16600
1000980349,72 Ave,31900,30100
1000975612,72 Ave,31900,30100
1000985660,Hyland Rd,0,2300
1000982294,96 Ave,22200,22300
1000980951,96 Ave,22200,22300
1000983413,96 Ave,22200,22300
1000976309,96 Ave,22200,22300
1000978084,96 Ave,22200,22300
1001126049,148 St,0,10000
1000976525,148 St,0,10000
1000984892,148 St,0,10000
1000975417,148 St,0,10000
1000982579,148 St,0,10000
1000975906,56 Ave,0,11700
1000980344,56 Ave,0,11700
1000980046,192 St,11000,8100
1000979903,56 Ave,0,11700
1000979239,192 St,11000,8100
1001132956,56 Ave,0,11700
1001713686,72 Ave,0,9400
1000973689,72 Ave,0,10100
1000977738,72 Ave,0,10100
1000975989,80 Ave,6200,8500
1000981374,58 Ave,0,2800
1000976586,72 Ave,0,9400
1000979788,96 Ave,21000,19500
1000974788,72 Ave,0,10100
1000982722,60 Ave,12300,11400
1000985114,96 Ave,21000,19500
1000982387,72 Ave,0,9400
1001078382,96 Ave,0,12100
1000985144,Barnston Dr E,0,2700
1000982932,72 Ave,0,9400
1000973509,58 Ave,0,2800
1000974966,72 Ave,0,10100
1000979207,72 Ave,0,10100
1000975200,72 Ave,0,10100
1000982924,96 Ave,21000,19500
1000975850,Barnston Dr E,0,2700
1000974340,60 Ave,12300,11400
1000975877,160 St,19000,17900
1000983090,108 Ave,33800,23200
1000975896,Scott Rd,37100,36300
1000979350,Scott Rd,37100,36300
1000984054,160 St,18700,16800
1000984068,Harvie Rd,3900,3100
1000984078,140 St,17300,17200
1000983337,140 St,11400,11500
1000984334,152 St,27800,25300
1000984343,64 Ave,23400,24800
1000984365,130 St,2400,2500
1000984591,156 St,0,7500
1000980098,164 St,3400,3900
1000981024,Country Woods Dr,0,500
1000985058,156 St,9200,9200
1000985074,148 St,7200,6200
1000975038,99 Ave,0,2500
1000984383,134 St,0,3900
1000985340,32 Ave,14100,13700
1000984632,152 St,20000,25300
1000985511,104 Ave,31900,28300
1000985522,88 Ave,8700,7000
1000981067,140 St,15500,17000
1000982081,60 Ave,0,4700
1000975021,192 St,11000,8100
1000975049,76 Ave,14900,17000
1000975202,26 Ave,0,1200
1000985349,132 St,0,2200
1000977475,Grosvenor Rd,4000,4000
1000985546,120 St,27300,25400
1000979722,16 Ave,12900,12500
1000979883,92 Ave,0,22300
1000982109,68 Ave,0,6600
1000982979,101 Ave,0,6200
1000982983,80 Ave,13200,13400
1000975497,152 St,29700,33400
1000983423,16 Ave,13400,11300
1000983506,84 Ave,4600,0
1000983679,120 St,32500,28900
1000977784,80 Ave,17100,15300
1000983374,128 St,21200,21500
1000983387,88 Ave,25000,17000
1000983396,164 St,1300,0
1000979887,108 Ave,21300,23300
1000983662,58 Ave,0,2800
1000980120,156 St,8000,12700
1000980136,184 St,2200,2200
1000980160,104 Ave,22500,9500
1000983771,60 Ave,12300,11400
1000984395,154 St,0,6100
1000984412,King George Blvd,20100,19800
1000983685,16 Ave,11400,9100
1000984671,103 Ave,0,800
1000984672,76 Ave,14900,14400
1000980169,121 St,0,1700
1000981090,134 St,0,3900
1000981104,168 St,9600,8000
1000984198,20 Ave,4500,5000
1000985094,121 St,0,1700
1000985113,112 Ave,9300,11100
1000985137,104 Ave,32800,28600
1000984444,192 St,0,7800
1000985363,128 St,14300,15400
1000985379,192 St,6700,4800
1000985383,156 St,11800,11100
1000984696,68 Ave,0,2000
1000984704,168 St,4800,6000
1000985592,100 Ave,5000,0
1000980862,Old Yale Rd,0,5300
1000981806,140 St,12300,15800
1000977864,92 Ave,0,300
1000972472,140 St,0,2300
1000981381,180 St,0,900
1000982327,100 Ave,15100,16600
1000982344,72 Ave,32200,30000
1000982360,156 St,0,600
1000981584,160 St,6400,0
1000981849,Harvie Rd,0,300
1000981850,16 Ave,13400,13300
1000981862,King George Blvd,20100,26000
1000984385,148 St,7200,6200
1000972841,24 Ave,11600,11800
1000982366,144 St,0,4000
1000982370,24 Ave,14900,24400
1000979449,108 Ave,21400,19800
1000979450,King George Blvd,44400,41800
1000982578,152 St,16100,21550
1000982604,154 St,8100,7700
1000982616,110 Ave,0,7900
1000984592,184 St,2800,3200
1000979907,103 Ave,0,800
1000973735,68 Ave,7900,10400
1000982047,192 St,0,6600
1000980403,University Dr,0,5300
1000979659,160 St,0,7800
1000979662,City Parkway,0,2300
1000979668,132 St,10500,10800
1000979677,102 Ave,0,6100
1000980078,180 St,3700,4100
1000980119,Highway 10 (56 Ave),29400,33000
1000980329,108 Ave,6000,6900
1000980355,88 Ave,35700,38200
1000982290,84 Ave,12800,13000
1000982318,148 St,5000,6100
1000982424,132 St,14400,15200
1000978218,20 Ave,1200,900
1000978276,192 St,6700,4800
1000981391,92 Ave,0,6200
1000980667,20 Ave,4500,5000
1000980670,100 Ave,15300,17000
1000980673,160 St,6300,6200
1000975912,160 St,6400,10200
1000975946,192 St,0,6600
1000976030,Crescent Rd,5900,5700
1000976181,0 Ave,0,1500
1000981172,88 Ave,35700,38200
1000982170,88 Ave,13600,15600
1000982171,Highway 15,10000,10000
1000982172,60 Ave,12300,11400
1000982204,Station Rd,0,2200
1000981425,96 Ave,26900,25600
1000982376,72 Ave,29600,26500
1000982379,64 Ave,28200,30900
1000982381,108 Ave,6000,6900
1000982399,160 St,6300,6200
1000981636,82 Ave,5500,5400
1000981657,76 Ave,14900,17000
1000981661,156 St,10100,10400
1000981664,152 St,25300,29800
1000984268,102A Ave,0,7200
1000984281,King George Blvd,20100,22700
1000984355,Barnston Dr W,0,2100
1000984408,92 Ave,0,6100
1000983215,121A St,0,7800
1000983219,120 St,31700,29600
1000983235,140 St,18000,17200
1000982418,76 Ave,11000,12800
1000979490,32 Ave,14000,15100
1000979496,32 Ave,14100,13700
1000982630,132 St,16200,15300
1000982665,99 Ave,0,2500
1000982667,80 Ave,18000,17000
1000985354,144 St,0,4000
1000980399,96 Ave,0,2700
1000980246,148 St,6400,5400
1000980844,156B St,0,1700
1000983218,152 St,19500,16300
1000978258,Scott Rd,27300,28900
1000981227,16 Ave,14000,13500
1000980707,160 St,6400,0
1000978267,King George Blvd,25400,23300
1000978271,168 St,3100,3400
1000978338,140 St,8800,7900
1000978405,160 St,6400,0
1000982825,192 St,9400,9800
1000980755,60 Ave,12300,11400
1000980047,108 Ave,11200,11000
1000980062,King George Blvd,69500,79800
1000980097,192 St,0,7200
1000973119,172 St,0,500
1000973392,184 St,4800,6100
1000978620,University Dr,0,5300
1000974834,156 St,13500,12400
1000974961,32 Ave,14000,15100
1000977529,100 Ave,15100,16600
1000980109,128 St,6300,7100
1000980219,20 Ave,4500,5000
1000980432,King George Blvd,41400,40000
1000976534,120 St,34100,32100
1000978939,160 St,0,7800
1000979069,128 St,21200,21500
1000975197,128 St,9100,7700
1000975224,20 Ave,7800,8000
1000984638,68 Ave,0,2000
1000973925,104 Ave,29000,24900
1000973978,76 Ave,14900,14400
1000976853,64 Ave,0,20800
1000972780,126 St,0,2800
1000972870,124 St,6300,6900
1000979143,132 St,15800,13800
1000979181,154 St,0,6100
1000974999,76 Ave,0,300
1000975193,92 Ave,0,5000
1000985271,24 Ave,14900,24400
1000980990,192 St,0,7200
1000984669,111 Ave,0,3200
1000984779,68 Ave,7900,10400
1000972942,75 Ave,12700,7200
1000973095,28 Ave,0,1000
1000973135,Fraser Hwy,24800,28000
1000975227,128 St,10800,12200
1000975272,152 St,29700,34500
1000973675,32 Ave,20500,21300
1000973714,150 St,0,7000
1000973780,142 St,0,2000
1000973821,Cloverdale Bypass,10000,10000
1000981096,156B St,0,1700
1000978801,96 Ave,17400,17700
1000978895,148 St,5000,6100
1000980427,168 St,9600,8000
1000978446,Fleetwood Way,0,3700
1000978450,City Parkway,0,2300
1000979413,144 St,15100,16000
1000979564,148 St,7300,6200
1000980574,168 St,4700,2400
1000980702,140 St,12300,15800
1000983056,Marine Dr,0,1800
1000983062,156 St,13500,12400
1000983125,68 Ave,6900,6900
1000983143,80 Ave,6200,5500
1000979140,20 Ave,4500,5000
1000975454,60 Ave,10600,9100
1000975537,160 St,6300,6200
1000978672,King George Blvd,38500,37800
1000978685,128 St,22400,26900
1000978697,124 St,8100,10100
1000974590,92 Ave,0,6200
1000974725,88 Ave,32300,27300
1000980727,88 Ave,33800,30100
1000980766,188 St,0,11400
1000977157,108 Ave,6800,7500
1000977180,Crescent Rd,8300,7600
1000985468,160 St,19000,19400
1000985673,88 Ave,38600,36000
1000985674,88 Ave,38600,36000
1000975143,180 St,3700,4100
1000975248,160 St,6400,10200
1000984062,Crescent Rd,8300,7600
1000984238,140 St,11700,7600
1000977430,Highway 15,11500,14000
1000977558,Boundary Dr E,2500,2600
1000973188,152 St,20000,25300
1000973296,University Dr,0,4200
1000979879,121 St,0,1700
1000972700,126 St,0,4000
1000981324,124 St,8100,10100
1000984304,92 Ave,0,5000
1000984458,96 Ave,17400,17700
1000984534,160 St,18700,17600
1000984535,144 St,15100,16000
1000978812,King George Blvd,40500,48400
1000978842,122 St,0,7800
1000978875,56 Ave,0,2200
1000978960,140 St,18000,18700
1000973479,76 Ave,14900,14400
1000973769,28 Ave,0,300
1000975895,152 St,16100,21550
1000974215,64 Ave,24700,24200
1000974316,144 St,3900,0
1000974391,Grosvenor Rd,4000,4000
1000974491,96 Ave,22200,23000
1000981693,Scott Rd,37100,36300
1000979463,104 Ave,0,8000
1000979532,156A St,0,1700
1000979611,168 St,5100,5600
1000978974,26 Ave,0,1200
1000978868,132 St,8000,8400
1000979045,Highway 10 (56 Ave),29400,33000
1000979102,64 Ave,28200,27400
1000981202,132 St,8000,8400
1000974650,156 St,11800,11100
1000984072,144 St,0,3700
1000979634,26 Ave,0,1200
1000976670,126 St,0,2800
1000979160,No 99 Hwy,45200,62000
1000979243,60 Ave,10600,11600
1000981503,20 Ave,1200,900
1000977815,192 St,4400,4000
1000980176,Grosvenor Rd,4000,4000
1000980195,152 St,29700,34500
1000972753,192 St,8700,7600
1000972980,60 Ave,0,4800
1000973032,64 Ave,30400,26400
1000973097,124 St,0,2100
1000975582,164 St,3400,3900
1000975831,104 Ave,8800,8300
1000974121,184 St,4800,6100
1000973211,Highway 15,10000,10000
1000973214,84 Ave,12400,12600
1000981731,132 St,15800,13800
1000982080,128 St,13000,16500
1000984946,132 St,10500,10800
1000985167,124 St,7000,7500
1000974456,96 Ave,25800,20400
1000985510,64 Ave,23400,24800
1000980254,134 St,0,3900
1000980272,20 Ave,5600,6300
1000980281,Highway 15,10000,10000
1000979516,132 St,15800,12000
1000980503,64 Ave,23400,24800
1000980514,128 St,22400,26900
1000980532,40 Ave,1100,2000
1000979725,144 St,3900,0
1000979759,82 Ave,6000,8800
1000983477,King George Blvd,41400,40000
1000980846,100 Ave,0,2100
1000980902,148 St,6400,5400
1000980915,140 St,15500,16300
1000980300,104 Ave,22500,9500
1000981217,74 Ave,0,7900
1000981219,King George Blvd,40100,37300
1000981459,24 Ave,8000,5900
1000981474,132 St,16200,15300
1000980722,137 St,0,8900
1000980725,60 Ave,4600,6100
1000980739,144 St,3900,2500
1000980745,16 Ave,12900,12500
1000981688,188 St,0,6500
1000981701,168 St,8500,7000
1000976368,140 St,6600,6300
1000976615,126 St,0,2800
1000984448,148 St,7300,6200
1000984506,120 St,36400,33900
1000982425,64 Ave,28400,26100
1000982426,124 St,0,2100
1000982463,136 St,0,400
1000981704,68 Ave,6900,6900
1000981739,104 Ave,32100,28000
1000984552,132 St,14000,12900
1000984687,28 Ave,0,1100
1000984829,184 St,4800,6100
1000982272,75 Ave,12700,7200
1000983103,82 Ave,6000,8800
1000983110,20 Ave,4500,5000
1000983123,56 Ave,0,2600
1000982475,121 St,0,1700
1000979525,142 St,0,2400
1000979526,84 Ave,0,6100
1000979544,16 Ave,14200,12500
1000979559,140 St,12400,13300
1000979573,68 Ave,11800,12400
1000982678,Highway 10 (56 Ave),26900,35000
1000982688,60 Ave,10600,11600
1000982690,192 St,0,6600
1000979771,112 Ave,9300,11100
1000979775,20 Ave,1200,900
1000972696,124 St,2500,2600
1000983128,University Dr,0,4200
1000983132,92 Ave,0,6100
1000980309,Grosvenor Rd,4000,4000
1000980312,132 St,8000,8400
1000980595,Marine Dr,0,1800
1000979786,88 Ave,13600,15600
1000980770,128 St,6300,7100
1000981190,180 St,1800,2400
1000981370,80 Ave,4400,5800
1000980327,192 St,9400,9800
1000981259,152 St,16500,22100
1000981297,92 Ave,0,22300
1000981300,140 St,12300,15800
1000980596,120 St,34100,33900
1000981484,60 Ave,4100,5400
1000981502,No 1 Hwy,77400,77000
1000980788,Marine Dr,0,1800
1000980797,128 St,0,1800
1000980811,108 Ave,6800,7500
1000980822,20 Ave,1700,0
1000980832,Highway 15,10000,10000
1000981747,24 Ave,11800,12500
1000977064,192 St,6700,4800
1000977323,84 Ave,0,5600
1000984945,32 Ave,14100,12200
1000985075,60 Ave,10700,10100
1000981307,142 St,0,2000
1000982295,Fraser Hwy,24800,28000
1000982316,Highway 15,10000,10000
1000982480,20 Ave,1200,900
1000982541,68 Ave,0,2000
1000985148,148 St,5000,6100
1000985415,Crescent Rd,10900,14100
1000973103,164 St,3400,3900
1000982324,160 St,7100,10300
1000983177,156 St,0,600
1000983181,74 Ave,0,7900
1000983182,20 Ave,2000,1800
1000982558,16 Ave,13400,11300
1000979639,76 Ave,12700,2800
1000982735,120 St,23400,29300
1000982743,192 St,6700,4800
1000982752,134 St,0,3000
1000982755,28 Ave,0,800
1000982758,88 Ave,0,6400
1000981738,132 St,10600,10300
1000980341,96 Ave,26900,23700
1000980342,92 Ave,0,6100
1000980347,72 Ave,31100,28100
1000980371,184 St,2500,2200
1000980598,64 Ave,28200,28000
1000980610,152 St,29500,32600
1000980617,16 Ave,14000,13500
1000980640,108 Ave,6800,7500
1000980658,100 Ave,7500,9500
1000979838,74 Ave,0,7900
1000979839,60 Ave,10600,11600
1000979864,City Parkway,0,7200
1000980847,28 Ave,0,300
1000980853,King George Blvd,20100,19800
1000980381,60 Ave,10700,10100
1000981346,192 St,0,4100
1000981358,104 Ave,22500,14000
1000980956,92 Ave,0,22300
1000980995,68 Ave,3600,2500
1000980998,168 St,9600,8100
1000981074,28 Ave,0,300
1000976297,32 Ave Div,19400,51000
1000976358,68 Ave,0,12700
1000976407,Highway 15,10000,10000
1000976477,132 St,10600,10300
1000978351,84 Ave,12400,7400
1000978439,Crescent Rd,10900,14100
1000978581,68 Ave,0,2000
1000978745,104 Ave,32100,28000
1000979931,32 Ave,14000,15100
1000975017,King George Blvd,40100,36000
1000982169,168 St,5100,5600
1000982165,108 Ave,6000,6900
1000976510,120 St,27300,25400
1000975828,108 Ave,24800,23500
1000978893,156 St,7600,9100
1000978954,100 Ave,7500,9500
1000977865,King George Blvd,40100,36000
1000977876,King George Blvd,44400,41100
1000975266,154 St,7400,7700
1000975369,177B St,0,5400
1000975994,Highway 10 (58 Ave),29900,35000
1000977726,72 Ave,31100,28100
1000977874,100 Ave,0,2700
1000975892,28 Ave,0,300
1000975910,60 Ave,10700,11300
1000984034,144 St,3900,0
1000984179,160 St,18700,16800
1000984299,152 St,39500,34000
1000973423,Grosvenor Rd,4000,4000
1000973554,66 Ave,0,3900
1000973638,148 St,0,3000
1000976448,140 St,12300,15800
1000976499,68 Ave,0,12700
1000984176,96 Ave,17400,17700
1000984352,168 St,4700,2400
1000984388,68 Ave,0,12700
1000977885,64 Ave,26500,23300
1000973759,20 Ave,1700,0
1000973760,104 Ave,31900,28300
1000984331,King George Blvd,40100,37700
1000984361,60 Ave,0,2400
1000984472,154 St,7400,7700
1000981173,King George Blvd,0,10500
1000981189,100 Ave,5000,0
1000973681,104 Ave,6600,5800
1000983257,Scott Rd,37100,36300
1000984488,160 St,6400,10200
1000980284,68 Ave,0,6600
1000974017,148 St,15800,9000
1000974114,156 St,0,600
1000974132,92 Ave,0,6100
1000982240,88 Ave,32300,27300
1000982435,68 Ave,0,2300
1000981299,20 Ave,1700,0
1000981382,184 St,6600,6600
1000976795,152 St,21400,22400
1000976855,88 Ave,25000,17000
1000977012,64 Ave,28400,26300
1000978552,168 St,4700,2400
1000978586,177B St,0,5400
1000980687,80 Ave,4400,5800
1000973127,Crescent Rd,10900,14100
1000973174,128 St,17400,19400
1000973322,144 St,3900,2500
1000982437,No 1 Hwy,93000,79000
1000982451,168 St,3100,3200
1000982581,Old Yale Rd,0,6300
1000982610,160 St,18700,17600
1000982642,Highway 10 (56 Ave),26900,35000
1000974734,148 St,5700,10000
1000974026,168 St,4800,6000
1000976514,King George Blvd,42500,42100
1000976574,140 St,17300,10900
1000978185,16 Ave,11400,8900
1000984739,124 St,0,2100
1000984753,60 Ave,12300,11400
1000984773,20 Ave,8400,7200
1000974263,172 St,0,500
1000974408,96 Ave,26900,25600
1000982522,120 St,34100,32100
1000978296,156 St,0,7200
1000978524,60 Ave,0,4700
1000974236,154 St,8100,7700
1000974398,72 Ave,20400,14600
1000985046,124 St,8800,9100
1000981623,168 St,5100,5600
1000981655,124 St,7000,7500
1000981666,150 St,0,7000
1000978741,60 Ave,10700,10100
1000978764,28 Ave,0,800
1000985547,192 St,8700,7600
1000980823,56 Ave,0,2200
1000980828,172 St,0,2100
1000980894,140 St,12300,15800
1000974536,72 Ave,31100,28100
1000974543,60 Ave,10700,10100
1000974674,184 St,4800,5700
1000982792,172 St,0,500
1000982838,132 St,10500,10800
1000983076,168 St,8500,7000
1000977748,Croydon Dr,2000,1800
1000978847,148 St,0,3000
1000978884,111 Ave,0,3200
1000978902,168 St,1200,1400
1000975496,20 Ave,1700,0
1000980937,New Mclellan Rd,2400,2600
1000980981,152 St,29500,32600
1000981142,152 St,16500,23100
1000980703,148 St,7200,6200
1000983121,84 Ave,9900,8400
1000983236,160 St,14700,12300
1000983499,King George Blvd,47100,55700
1000982967,192 St,0,2000
1000983231,144 St,0,4700
1000976723,No 1 Hwy,120000,110000
1000976960,124 St,8800,6600
1000976964,140 St,18000,17200
1000974983,144 St,15100,16000
1000975016,140 St,11700,7600
1000980926,152 St,20000,25300
1000980999,148 St,5000,6100
1000981035,192 St,9400,9800
1000976961,84 Ave,12800,13000
1000976980,111 Ave,0,3200
1000977094,156 St,7600,9100
1000983384,Highway 10 (56 Ave),26900,35000
1000983553,148 St,13400,15200
1000978587,134 St,0,2700
1000978674,76 Ave,14900,14400
1000978682,144 St,15100,16000
1000985418,76 Ave,0,300
1000983020,172 St,0,2100
1000977251,130 St,2400,2500
1000977314,156A St,0,1700
1000972634,156A St,0,1700
1000972710,96 Ave,14900,15000
1000972770,132 St,7900,8200
1000978994,99 Ave,0,2500
1000979008,186 St,0,3900
1000982025,134 St,0,2700
1000982140,184 St,6600,6600
1000983282,96 Ave,25800,23600
1000983432,80 Ave,13200,13400
1000983469,32 Ave,0,4000
1000979031,128 St,14300,11900
1000979139,56 Ave,0,2200
1000973026,72 Ave,33800,31000
1000981410,128 St,9900,8700
1000975118,80 Ave,17100,15300
1000983774,140 St,11700,7600
1000982410,102 Ave,0,6100
1000982501,168 St,5100,5600
1000977981,120 St,32500,28900
1000977993,160 St,0,7800
1000978219,104 Ave,31900,28300
1000979549,82 Ave,6000,8800
1000979595,156 St,10100,10400
1000979626,82 Ave,6000,8800
1000973918,132 St,14000,12900
1000981673,16 Ave,14000,11300
1000985584,128 St,13000,12200
